,Headline,Language,embedded_text
1707,वनडे विश्व कप के पहले मैच के दौरान अहमदाबाद स्टेडियम की गंदी सीटों का वीडियो आया सामने,Hindi,0.26385757
1708,आश्चर्य नहीं वह इतना ज़हर उगलते हैं: बीजेपी नेताओं संग एल्विश की फोटो शेयर कर प्रकाश राज,Hindi,0.27083865
1709,"वांद्र्यातील पराभवामागे काँग्रेसचं कारस्थान, नारायण राणेंचा 'प्रहार'",Marathi,0.14338365
1710,ਭਾਰਤ ਦੇ ਗੁਆਂਢੀ ਦੇਸ਼ ਪਾਕਿਸਤਾਨ ਵਿਚ ਵੀ ਕੋਰੋਨਾਵਾਇਰਸ ਮਹਾਮਾਰੀ ਦਾ ਕਹਿਰ ਜਾਰੀ ਹੈ। ਸਿਹਤ ਮੰਤਰਾਲੇ,Punjabi,0.084599994
1711,ਸਿੰਗਾਪੁਰ ਚ ਭਾਰਤੀ ਨਾਗਰਿਕ ਨੂੰ ਜੀਐੱਸਟੀ ਧੋਖਾਧੜੀ ਮਾਮਲੇ ਚ ਮਹੀਨਿਆਂ,Punjabi,0.29647464
1712,"உங்களது தற்போதைய நிலையில், புது முயற்சிகள் அவசியம் என்று நினைக்கிறீர்களா?",Tamil,0.08931207
1713,ਇਨਸਾਨੀਅਤ ਸੱਭ ਤੋਂ ਵੱਡਾ ਕਰਮ ਧਰਮ ਸਮਝੋਬੇਗਾਨੀ ਧਰਤੀ ਤੇ ਮੋਹ ਲੱਭਣੇ ਬੜੇ ਔਖੇ ਹੋ ਗਏ ਹਨ।,Punjabi,0.115970306
1714,ਗਣਤੰਤਰਾ ਦਿਵਸ ਸਬੰਧੀ ਉੱਪ ਮੰਡਲ ਮਜਿਸਟਰੇਟ ਪਾਤੜਾਂ ਵੱਲੋਂ ਵਿਸ਼ੇਸ ਮੀਟਿੰਗ,Punjabi,0.10182399
1715,ആരാധകന്റെ ഫോണ്‍ തട്ടിപ്പറിച്ചു; ഇടിക്കൂട്ടിലെ വീരന്‍ കോണോറെ അറസ്റ്റ് ചെയ്തു,Malayalam,0.21831305
1716,पाण्याअभावी 'स्वामी समर्था'चं मोफत अन्नछत्र बंद पडण्याची शक्यता,Marathi,0.180631
1717,"தமிழக வாடிக்கையாளர்களின் தேவையைப் பூர்த்தி செய்யும் நோக்கிலும், விற்பனை சந்தையை மேலும் வலுப்படுத்தும் நோக்கிலும் சோனாலிகா ஐடிஎல் நிறுவனம் தமிழக விவசாயிகளின் குறிப்பிட்ட தேவைகளைப் பூர்த்தி செய்யும் வகையிலான புதிய தயாரிப்புகளை அறிமுகப்படுத்த உள்ளது.",Tamil,0.25522375
1718,ਹਿੰਦੂ ਮਿਥਿਹਾਸ ਤੇ ਸਿੱਖ ਇਤਿਹਾਸ ਵਿੱਚ ਕੀ ਫ਼ਰਕ ਹੈ ਮੇਰਾ ਇਹ ਸਵਾਲ                  ਸੰਪਰਦਾਇਕਤਾ ਦੇ ਤੌਰ ਤੇ ਨਹੀਂ ਹੈ।,Punjabi,0.24705347
1719,ಬೇರೆ ಭಾಷೆಗಳಿಗೂ ಡಬ್​ ಆಗಲಿದೆ ಮಹೇಶ್​ ಬಾಬು ಅವರ 'ಭರತ್​ ಅನೆ ನೇನು' ಸಿನಿಮಾ,Kannada,0.15541613
1720,క్రికెటే నా అజెండా,Telugu,-0.10469926
1721,ਪ੍ਰਦੂਸ਼ਣ ਰੋਕਣ ਵਿਚ ਅਸਫਲ ਰਹਿਣ ਵਾਲੇ ਅਧਿਕਾਰੀਆਂ ਵਿਰੁੱਧ ਹੋਵੇਗੀ ਕਾਰਵਾਈ,Punjabi,0.16910362
1722,आरबीआई ने रुपए को अब तक के सबसे निचले स्तर पर जाने से रोकने के लिए बेचे डॉलर: रिपोर्ट्स,Hindi,0.07435053
1723,"फिलिस्तीन का समर्थन करने पर मिली मौत की धमकी, फोन नंबर किया गया लीक: बेला हदीद",Hindi,0.056924183
1724,गल्लाभरू सिनेमांचा ट्रेंड मोडू पाहणारा 'मद्रास कॅफे',Marathi,0.28735885
1725,ਅਮਲੀਆ ਆਹ ਅਮਰਿੰਦਰ ਤੇ ਆਰੂਸਾ ਦੀਆਂ ਬਾਹਵਾ ਖ਼ਬਰਾਂ ਛਪਦੀਆਂ ਰਹੀਐਂ ਨੀਲੂ ਨੇ ਅਮਲੀ ਨੂੰ ਫ਼ੇਰ ਛੇੜ ਲਿਆ।,Punjabi,0.2991936
1726,"பொதுவாக, மத்தியில் ஆளும் அரசு தனது கடைசி முழுமையான பட்ஜெட்டை தாக்கல் செய்யும் போது, அடுத்துவரும் தேர்தலை கருத்தில் கொண்டு மக்களுக்கு அதிகமான சலுகைகளுடன், திட்டங்களுடன் பட்ஜெட்டை தாக்கல் செய்வது வழக்கம்.",Tamil,0.17412908
1727,ਲੇਕਿਨ ਕੀ ਇਸ ਨਾਲ ਕੇਰਲ ਇੱਕ ਸਫ਼ਲ ਮਾਡਲ ਬਣ ਜਾਂਦਾ ਹੈ,Punjabi,-0.0847816
1728,ਤੂੰ ਜਦੋਂ ਮੇਰੀ ਕਦੇ ਹੋ ਵੀ ਸਕਦੀ ਨਹੀ ਐ ਨਦੀ,Punjabi,0.20514849
1729,इसरो ने तस्वीरें शेयर कर बताया कैसे सड़क बनाने में किया जा रहा है प्लास्टिक का इस्तेमाल,Hindi,0.3722123
1730,దేశం వీడుతున్న ధనవంతులు,Telugu,-0.10257539
1731,ਯੈੱਸ ਬੈਂਕ ਦੇ ਗਾਹਕਾਂ ਨੂੰ ਵੱਡੀ ਰਾਹਤ ਐਸਬੀਆਈ ਕਰੇਗਾ ਕਰੋੜ ਰੁਪਏ ਦਾ ਨਿਵੇਸ਼,Punjabi,0.1883954
1732,ਅੱਜ          ਦਿਵਾਲੀ ਵਾਲੇ ਦਿਨ ਸੁੱਕਾ ਈ ਬਜ਼ਾਰ ਫ਼ਿਰਦੈਂ ਬਲਕਾਰਿਆ ਉਸ ਦੇ ਇੱਕ ਬੇਲੀ ਨੇ ਉਸ ਕੋਲ ਆ ਕੇ ਕਿਹਾ।,Punjabi,0.16718432
1733,એસ,Gujarati,-0.017396754
1734,'बिग बाॅस'चा नवा 'प्रिन्स',Marathi,0.059543014
1735,ਨਾਗ ਪੰਚਮੀ ਤੇ ਸੱਪਾਂ ਨੂੰ ਦੁੱਧ ਪਿਲਾਉਣਾ ਚਾਹੀਦੈ ਜਾਣੋ ਇਹ ਮਿੱਥ,Punjabi,0.15542445
1736,वह खुद हमास हैं: शिंदे के 'शिवसेना (यूबीटी) हमास से गठबंधन कर सकती है' बयान पर संजय राउत,Hindi,0.17324749
1737,"वयस्कर तरुणाशी बालविवाह 'ती'ने उधळून लावला, थेट गाठले पोलीस स्टेशन !",Marathi,0.14650057
1738,दिल्ली में वायु गुणवत्ता सुधारने के लिए आईआईटी कानपुर ने दिया 'कृत्रिम बारिश' का प्रस्ताव,Hindi,0.14826493
1739,क्या हैं गाज़ा पट्टी में मौजूद हमास की सुरंगों के खुफिया नेटवर्क की विशेषताएं?,Hindi,0.11708761
1740,అభిబస్‌ నుంచి ఉచిత ప్రయాణ బీమా,Telugu,0.10696924
1741,"કોણ છે બિશ્નોઇ સમાજ, જેમણે સલમાન ખાનને પહોંચાડ્યો જેલ",Gujarati,0.12608889
1742,सौरमंडल का सबसे छोटा ग्रह बुध अब भी सिकुड़ रहा है: अध्ययन,Hindi,0.098143555
1743,याद है उर्मिला-सलमान का 'सबकी बारातें आईं' गाना? अब आया भोजपुरी वर्जन,Hindi,0.20640853
1744,વિવાદોમાં ઘેરાયેલા ફેસબુકએ રાજનીતિક જાહેરાતો પર લીધો મોટો નિર્ણય,Gujarati,-0.053431798
1745,पोर्टल पर ह्यूमन्स ऑफ बॉम्बे के केस पर ह्यूमन्स ऑफ न्यूयॉर्क के क्रिएटर ने दी प्रतिक्रिया,Hindi,0.12382113
1746,"सोयाबीन छिलकों में रखी महाराष्ट्र की महिला की सोने की चेन भैंस ने निगली, सर्जरी कर निकाली गई",Hindi,0.0817746
1747,शनि चौथर्‍यावरील महिला प्रवेशाचा मार्ग अखेर मोकळा,Marathi,0.13390893
1748,गलत सारा के पीछे पड़े हो: शुभमन गिल को डेट करने की अफवाहों पर ऐक्ट्रेस सारा अली खान,Hindi,0.0959181
1749,സെലസ്റ്റിയല്‍ ട്രോഫി ക്വാര്‍ട്ടര്‍ ഫൈനല്‍ ഫിക്സ്ച്ചറുകള്‍ അറിയാം,Malayalam,0.061382327
1750,क्रोना के दौरान बिजली कर्मियों ने किया प्रशंसनीय किया काम । जंडियाला गुरु कुलजीत सिंह नवां पिंड में तैनात पावरकॉम,Punjabi,0.094422534
1751,ఝున్‌ఝున్‌వాలాపై సెబీ కన్ను,Telugu,0.028090369
1752, 'राज़ी' के दौरान जासूसी के बारे में इतना पढ़ लिया था कि डरावने सपने आने लगे थे: जयदीप अहलावत,Hindi,0.10902691
1753,क्यों आज भारत के खिलाफ बांह पर काली पट्टी बांधकर खेलने उतरे हैं अफगानिस्तान के खिलाड़ी?,Hindi,0.24311653
1754,"मितालीचा नवा चाहता, पहा खट्याळ ज्य़ुनिअर धवन काय काय करतो!",Marathi,0.35915577
1755,'द जंगल बुक'चं ट्रेलर,Marathi,0.18795997
1756,ಸ್ಪೇನ್ ದೇಶದ ಪೋಷಕರು ತಮ್ಮ ಮಕ್ಕಳ ವಾಟ್ಸಾಪ್ ಸಂದೇಶಗಳನ್ನ ಓದಬಹುದು:ಸ್ಪ್ಯಾನಿಷ್ ಕೋರ್ಟ್ ಮಹತ್ವದ ತೀರ್ಪು,Kannada,0.03226949
1757,भारताचा इंग्लडवर 'विराट' विजय,Marathi,-0.0073765763
1758,छत्तीसगढ़कांकेर टोकेश्वर साहू आज कांकेर में नागरिकता कानून के विरोध में विशाल रैली निकाली गई हैं जिसमें कांग्रेस पार्टी के,Punjabi,0.22466567
1759,कांग्रेस की बैठक में कैंडी क्रश खेलते छत्तीसगढ़ के सीएम बघेल का वीडियो हुआ वायरल,Hindi,0.34993866
1760,"टैक्स चोरी के मामले में बेंगलुरु, मुंबई और गुरुग्राम में लेनोवो के ठिकानों की ली गई तलाशी",Hindi,0.09991881
1761,దొంగిలించిన సొత్తుతో జల్సాలు!,Telugu,0.1183142
1762,"संशोधक हरपला, ज्येष्ठ साहित्यिक डॉ.रा.चिं. ढेरे यांचं निधन",Marathi,0.11918546
1763,ਅੰਮ੍ਰਿਤਸਰ ਚ ਕੋਰੋਨਾ ਪਾਜ਼ੇਟਿਵ ਮਰੀਜ਼ ਆਉਣ ਨਾਲ ਕੁੱਲ ਗਿਣਤੀ ਹੋਈ,Punjabi,0.1664116
1764,विलुप्त होने की कगार पर है दुनिया का सबसे बड़ा फूल 'रफलीज़ा',Hindi,-0.07249562
1765,'स्वदेस' की ऐक्ट्रेस गायत्री जोशी और उनके पति की कार का इटली में हुआ ऐक्सिडेंट,Hindi,0.10830464
1766,ਰੈਫਰੈਂਡਮ ਤੇ ਬੋਲੇ ਪੰਜਾਬ ਦੇ ਡੀਜੀਪੀ ਪੰਜਾਬ ਚ ਤਾਂ ਹਰ ਢਾਈ ਸਾਲ ਵਿੱਚ ਰੈਂਫ਼ਰੈਂਡਮ ਹੁੰਦਾ ਹੈ,Punjabi,0.14213525
1767,"मैदान पर आने के बाद रिज़वान ने बर्बाद किया समय, 'काल्पनिक' घड़ी देखते नज़र आए कोहली",Hindi,0.0013759048
1768,"अभिनेता सूर्या ने फैन के निधन के बाद उसके घर जाकर दी श्रद्धांजलि, सड़क हादसे में हुई थी मौत",Hindi,0.12666787
1769,ਕੋਵਿਡ ਮਹਾਮਾਰੀ ਦੌਰਾਨ ਟਰੂਡੋ ਵੱਲੋਂ ਵਿਦਿਆਰਥੀਆਂ ਲਈ ਵਿੱਤੀ ਮਦਦ ਦਾ ਐਲਾਨ,Punjabi,0.054330405
1770,जम्मू में गाज़ा के पीड़ितों के लिए बैठक को लेकर पूर्व सांसद पुलिस हिरासत में लिए गए: रिपोर्ट,Hindi,0.05908332
1771,ജൂണിന്റെ സംപ്രേഷണാവകാശം ഏഷ്യാനെറ്റ് സ്വന്തമാക്കി,Malayalam,-0.026448594
1772,పోలీసు చర్య చట్టవిరుద్ధమైతే రండి,Telugu,0.17352097
1773,किन देशों के पेंशन सिस्टम को माना जाता है सबसे अच्छा?,Hindi,0.06708013
1774,क्या हैं चंद्रमा की सतह पर सल्फर की मौजूदगी के मायने?,Hindi,0.06572439
1775,ਚਿੰਤ ਕੌਰਚਲੋ ਪੂਰੀ ਗਲ ਦਸੋ ਕਿ ਚਾਹ ਪੁਛਣ ਚ ਕਾਹਦੀ ਪ੍ਰੇਸ਼ਾਨੀ ਆ ਗਈ,Punjabi,0.18895091
1776,ਜਥੇਬੰਦੀ ਸ਼੍ਰੋਮਣੀ ਗੁਰਦੁਆਰਾ ਪ੍ਰਬੰਧਕ ਕਮੇਟੀ ਅਤੇ ਹੋਰ ਸੰਸਥਾਵਾਂ ਇਸ ਬਿਪਤਾ ਭਰੇ ਵਕਤ ਅੰਦਰ,Punjabi,0.045596756
1777,ਹੋਟਲ ਵਿੱਚ ਆਪਣੇ ਕਮਰੇ ਵਿੱਚ ਜੋਸਫ਼ ਤੇ ਕਾਂਗ ਨੇ ਵੀਡੀਓ ਕਾਨਫਰੰਸਿੰਗ ਰਾਹੀਂ ਸਾਰੇ ਮਹਿਮਾਨਾਂ ਦਾ ਧੰਨਵਾਦ ਕੀਤਾ,Punjabi,0.1561025
1778,राष्ट्रपतीपदाच्या निवडणुकीच्या मतदानाला तरी जाऊ द्या-छगन भुजबळ,Marathi,-0.015956065
1779,"પ્રિયંકાનાં ભાઇ સિદ્ધાર્થની થઇ રોકા વિધિ, જુઓ કોણ છે તેની દુલ્હનિયા?",Gujarati,-0.05938269
1780,સરકારે 2.90 લાખ રોજગારી આપવાનું કામ કર્યુંઃમંત્રી દિલીપ ઠાકોર,Gujarati,0.025719777
1781,ਇਨ੍ਹਾਂ ਬਾਬਿਆਂ ਨੇ ਕਈ ਮੇਨਕਾਵਾਂ ਦੀ ਤੱਪਸਿਆ ਭੰਗ ਕੀਤੀ ਹੋਣੀ ਐਂ,Punjabi,0.0685809
1782,ਏਹ ਕਹਿੰਦੈ ਨੇ ਕੇ ਮੈਨੂੰ ਦੇਸੀ ਦਾਰੂ ਪਸੰਦ ਆ।ਤੇ ਸੱਚ ਅੰਮਾ     ਦਾ ਕੀ ਹਾਲ ਆ ਕੁੜੀ ਨੇ ਪੁਛਿਆ।,Punjabi,0.19630711
1783,ਭਾਰਤ ਚ ਇੱਕ ਦਿਨ ਚ ਕੋਰੋਨਾ ਦੇ ਹੋਏ ਸਭ ਤੋਂ ਵਧੇਰੇ ਟੈਸਟ,Punjabi,0.123360604
1784,"दुचाकीस्वारांनो, आता लायसन्स बाळगण्याची गरज नाही!",Marathi,0.0458351
1785,बंबल पर मिली युवती ने गुरुग्राम के शख्स को नशीला पदार्थ पिलाकर लूटा आईफोन व सोने की चेन,Hindi,0.028465489
1786,"राज्यात काँग्रेससाठी धोक्याची घंटा, प्रकाश आंबेडकरांनी जाहीर केली भूमिका",Marathi,-0.03448538
1787,"मुनगंटीवार साहेब, जरा इकडे बघा; झाडांची कत्तल करून केला जातोय कोळसा !",Marathi,0.4088322
1788,प्रधानमंत्र नरेंद्र मोद चाह लोकसभ राज्य विधानसभ के चुनाव आख़िर ऐस क्य ,Hindi,-0.080739684
1789,खाजूवाला रामलाल लावा भारतीय जनता पार्टी मंडल खाजूवाला के कार्यकर्ताओं पदाधिकारियों ने करणी माता मंदिर परिसर में वृक्षारोपण कर श्यामा,Punjabi,0.06306782
1790,ਇਹ ਭਾਰਤ ਦੁਨੀਆ ਦਾ ਸਭ ਤੋਂ ਹਲਕਾ ਤੇ ਤੇਜ਼ ਡ੍ਰੋਨ ਹੈ।,Punjabi,0.23598665
1791,"भारत बंद! देशभरात कोट्यवधी कर्मचारी संपावर, मुंबईत आज एकही बस धावली नाही",Marathi,-0.0015082157
1792,"அந்நிகழ்ச்சியில் மாதவன் மனம் விட்டுப் பேசும்போது, ""ஒரு அளவுக்கு வெற்றி வந்தவுடனே திமிரும் வந்துவிடும். மேடி என்று அழைக்கிறார்கள், கண்டிப்பாக படம் வந்து பார்ப்பார்கள் என்ற எண்ணம் வந்துவிடும். அப்படி இருந்தாலே சரிவு வந்துவிட்டது என்று புரிந்துகொள்ள வேண்டும். அதை திடீரென்று புரிந்து கொண்டேன்.",Tamil,0.26162842
1793,విదేశీ ఉద్యోగాల పేరుతో మోసం,Telugu,0.017071774
1794,"आता मराठी 'बिग बाॅस', कोण होणार होस्ट आणि कोणाचा असणार सहभाग याची उत्सुकता",Marathi,0.12823929
1795,ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਪੋਸਟ ਕੀਤੀਆਂ ਤਸਵੀਰਾਂ ਨਾਲ ਤੁਸੀ ਅੰਦਾਜ਼ਾ ਲਗਾ ਸਕਦੇ ਹੋ ਕਿ ਹਾਦਸਾ ਕਿੰਨਾ ਭਿਆਨਕ ਸੀ।,Punjabi,0.20484242
1796,ਲੇਬਰ ਚੌਂਕ ਰਾਜਪੁਰਾ ਨੇੜੇ ਅਣਪਛਾਤੇ ਸਾਲਾ ਬਜ਼ੁਰਗ ਦੀ ਲਾਸ਼ ਮਿਲੀ,Punjabi,0.2068228
1797,ਮੂਡੀਜ਼ ਨੇ ਭਾਰਤ ਦੀ ਰੇਟਿੰਗ ਨੂੰ ਕਬਾੜ ਵਾਲੇ ਪੱਧਰ ਤੋਂ ਇੱਕ ਕਦਮ ਉਪਰ ਰੱਖਿਆ,Punjabi,0.20058998
1798,அன்னை வேளாங்கண்ணி திருவிழா: அன்னையின் அடிச்சுவட்டில்...,Tamil,-0.032735564
1799,నరేందర్‌కు స్వర్ణం,Telugu,-0.022266058
1800,'आयफा' सोहळ्यातले धमाकेदार परफॉर्मन्सेस,Marathi,-0.09039247
1801,स्थाप दिवस के कांग्रेस तैयार भड़काऊ भाषण के अभियुक्त बीजेप चल रह मामल वापस ले अर्ज़ प्रेस रिव्य ,Hindi,0.047233958
1802,भारत ऑस्ट्रेलिय के खेल रह दूसर टेस्ट मैच के चौथ दिन खेल शुर गय मैच मेलबर्न क्रिकेट ग्राउंड खेल रह ,Hindi,0.07688663
1803,ઇવેન્ટમાં ગર્લફ્રેન્ડના હાથમાં હાથમાં નાંખીને આવ્યો ફરહાન અખ્તર,Gujarati,-0.09307551
1804,"छात्र ने फिज़िक्सवाला के टीचर को लाइव क्लास में चप्पल से पीटा, सामने आया वीडियो",Hindi,0.093079045
1805,मैं भी जूता निकालकर मार देता तो बात बराबर हो जाती: रमेश बिधूड़ी को लेकर यूपी के सांसद दानिश,Hindi,0.19589585
1806,जेट एयरवेज़ के संस्थापक नरेश गोयल को जेल में घर का बना खाना खाने की मिली इजाज़त,Hindi,0.15009098
1807,வருத்தமும் தீர்ந்து மகிழ்ந்தேலோ ரெம்பாவாய்!,Tamil,0.20223504
1808,"
ഓസ്ട്രേലിയയ്ക്ക് പരമ്ബര
                                            
",Malayalam,-0.12978037
1809,ടിക്കറ്റ് ബുക്കിങ്ങില്‍ കൂടുതല്‍ പരിഷ്കരണങ്ങളുമായി റെയില്‍വേ; സീറ്റ് ലേഔട്ടും റിസര്‍വേഷന്‍ ചാട്ടും ഇനി വെബ്‌സൈറ്റില്‍,Malayalam,-0.172023
1810,"आळशी पुणेकर, या कचरा वेचकाचे अश्रू पुसतील का ?",Marathi,0.20961922
1811,ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಚಿಕಿತ್ಸೆ ಪಡೆಯುತ್ತಿರುವ ಶಿವಣ್ಣ ನಾಳೆ ಮನೆಗೆ..!,Kannada,0.20567708
1812,'फॅट' आमिर असा बनला 'फिट',Marathi,0.18346126
1813,"काकोरी ट्रेन लूट की पूरी कहानी, जिसने अंग्रेज़ी हुकूमत को हिलाकर रख दिया था- विवेचना",Hindi,0.16991763
1814,हमास के 'आतंकियों' से छिपकर किस करते इज़रायली कपल की तस्वीर आई सामने,Hindi,0.15564953
1815,मन:शांतीसाठी कपिल शर्मा करतोय योग,Marathi,-0.17560653
1816,"சசி இயக்கத்தில் விஜய் ஆண்டனி நடிப்பில் வெளியாகி இருக்கும் படம் 'பிச்சைக்காரன்'. விஜய் ஆண்டனி இசையமைத்து தயாரித்திருக்கும் இப்படத்தை கே.ஆர் பிலிம்ஸ் நிறுவனம் வெளியிட்டது. இப்படத்துக்கு விமர்சன ரீதியாகவும், வசூல் ரீதியாகவும் நல்ல வரவேற்பு கிடைத்திருக்கிறது.",Tamil,0.22719245
1817,ਪੜ੍ਹਾਈ ਸਿੱਖਿਆ  ਪੜ੍ਹਾਈ ਪ੍ਰਤੀ ਰੁਚੀ ਘੱਟ ਹੋਣ ਨਾਲ ਘਰ ਦਾ ਮਾਹੌਲ ਵੀ ਖਰਾਬ ਕਰੋਗੇ,Punjabi,0.06703617
1818,ਜ਼ਿਲੇ੍ਹ ਅੰਦਰ ਸਰਕਾਰੀ ਵਿਭਾਗ ਹੀ ਉਡਾ ਰਹੇ ਹਨ ਨਿਯਮਾਂ ਦੀਆਂ ਧੱਜੀਆਂ,Punjabi,0.022240076
1819,ਨਿਊਜ਼ੀਲੈਂਡ ਪਹੁੰਚਣ ਉਤੇ ਏਅਰਪੋਰਟ ਲਗਪਗ ਖਾਲੀ ਮਿਲੇਗਾ। ਤੁਹਾਨੂੰ ਉਥੇ ਗਾਈਡ ਕਰਨਗੇ।,Punjabi,0.31194976
1820,ಜಾಮೀನಿನ ಮೇಲೆ ಹೊರ ಬಂದ ಮರು ದಿನವೇ ಸ್ನೇಹಿತನ ಮನೆಯಲ್ಲಿ ಪಾರ್ಟಿ ಮಾಡಿದ ಸಲ್ಮಾನ್​,Kannada,0.06421567
1821,ਤੇ ਪਿਆਜ਼ ਦੇ ਵੱਖਵੱਖ ਪਕਵਾਨ ਬਣਾਉਣ ਕਰਕੇ ਉਸਦਾ ਨਾਂ ਮੁੱਲਾਦੋਪਿਆਜ਼ਾ ਪਿਆ।,Punjabi,0.14003566
1822,బిర్లా టెంపులే కాదు ఇక బిర్లా గోశాలలూ,Telugu,-0.032930236
1823,സ​പ്ലൈ​കോയില്‍ സ​ബ്സി​ഡി അ​രി വി​ല്പനയില്‍ നി​യ​ന്ത്ര​ണം,Malayalam,0.1192904
1824,ആറു ഗോളിന് ലെസ്റ്റര്‍ സിറ്റിയെ തോല്‍പ്പിച്ച്‌ മാഞ്ചസ്റ്റര്‍ യുണൈറ്റഡ് വനിതകള്‍,Malayalam,0.01720117
1825,बिनधास्त सिद्धार्थ...,Marathi,-0.087019
1826,ਅੱਤਵਾਦੀ ਕਾਰਵਾਈਆਂ ਦੇ ਵਿੱਤੀ ਪ੍ਰਬੰਧ ਲਈ ਪਾਕਿ ਕਰ ਰਿਹਾ ਹੈ ਯੂਰਪੀ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ,Punjabi,0.05142571
1827,టోక్యోకు శివపాల్‌,Telugu,-0.10797451
1828,"बॉबी डार्लिंग की दिल्ली मेट्रो में सहयात्री से हुई गाली-गलौज व हाथापाई, सामने आया वीडियो",Hindi,0.11647265
1829,"पेरिस फैशन वीक में रनवे पर फरबॉल पहनकर पहुंची मॉडल भटक गई रास्ता, सामने आया वीडियो",Hindi,0.21290064
1830,ਇਕ ਜੱਗ ਵਿਚ ਪਾਕੇ ਇਕ ਚੁਟਕੀਕਾਲਾ ਲੂਣ ਤੇ ਅੱਧਾ ਚਮਚਾ ਭੁਨਿਆ ਹੋਆ ਪੀਸਿਆ ਜੀਰਾ ਮਿਲਾ ਦਿਓ।,Punjabi,0.20398544
1831,ਸੀਸੁ ਵਢੇ ਕਰਿ ਬੈਸਣੁ ਦੀਜੈ ਵਿਣੁ ਸਿਰ ਸੇਵ ਕਰੀਜੈ।। ਪੰਨਾ,Punjabi,0.13709556
1832,कौन हैं यूपी के सबसे अधिक व सबसे कम संपत्ति वाले सांसद?,Hindi,0.091637775
1833,"पहली बार भारत आने के बाद कॉमेडियन ट्रेवर नोआ ने लिखा नोट, कहा- 'यह अविस्मरणीय है'",Hindi,0.077574655
1834,ਉਹ ਲੋਕਾਂ ਦੀ ਪਛਾਣ ਕੀਤੀ ਜਾਵੇਗੀ ਜੋ ਚੰਗੇ ਬੁਲਾਰੇ ਹੋਣ ਅਤੇ ਲੀਡਰਸਿ਼ਪ ਦੇ ਗੁਣ ਰੱਖਦੇ ਹੋਣ।,Punjabi,-0.0048268586
1835,ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਵੱਲੋਂ ਰਾਤ ਸਮੇਂ ਖਣਨ ਨੂੰ ਰੋਕਣ ਲਈ ਵਿਸ਼ੇਸ਼ ਆਪ੍ਰੇਸ਼ਨ ਵਿੱਢਣ ਦੇ ਹੁਕਮ,Punjabi,-0.01446258
1836,"सांगलीत रॅगिंगचा बळी ?, शालेय विद्यार्थ्याची आत्महत्या",Marathi,0.3466423
1837,ਭਾਰਤ ਨੇ ਚੀਨੀ ਲੋਕਾਂ ਲਈ ਆਰਜ਼ੀ ਤੌਰ ਤੇ ਬੰਦ ਕੀਤੀ ਈਵੀਜ਼ਾ ਸਹੂਲਤ,Punjabi,0.18346934
1838, ਭਾਰਤ ਤੇ ਹੋਰ ਦੇਸ਼ਾਂ ਵਿੱਚ ਭਾਰਤੀ ਮੂਲ ਦੇ ਪੰਜਾਬੀ ਇਸ ਨੂੰ ਗੁਰਮੁਖੀ ਲਿਪੀ ਵਿੱਚ ਲਿਖਦੇ ਹਨ,Punjabi,0.07831513
1839,"ಆ್ಯಪಲ್​ಗೂ ಸೆಡ್ಡು ಹೊಡೆದ ಓಪ್ಪೋ,  ಫೈಂಡ್ ಎಕ್ಸ್ ಬಿಡುಗಡೆ",Kannada,0.28398386
1840,ਓਸੇ ਰੋਜ਼ ਦੇ ਅਸੀਂ       ਫਕੀਰ ਹੋਏ ਜਿਸ ਰੋਜ਼ ਦੇ ਹੁਸਨ ਦੇ ਚੋਰ ਪਏ,Punjabi,0.19756134
1841,ਤੇ ਪ੍ਰਸਿੰਨੀ ਦੇ ਕੀ ਲਾਵਾਂਗੇ ਜੀ ਹਰਦੀਪ ਬਿੱਟਬਿੱਟ ਡਾਕਟਰ                        ਦੇ ਜਮਦੂਤ ਮੂੰਹ ਵੱਲ ਤੱਕ ਰਿਹਾ ਸੀ।,Punjabi,0.17162032
1842,ਸਾਬਕਾ ਅਮਰੀਕੀ ਰਾਸ਼ਟਰਪਤੀ ਦੀ ਮੂਰਤੀ ਤੋੜਨ ਵਾਲੇ ਨੂੰ ਹੋ ਸਕਦੀ ਹੈ ਸਾਲ ਦੀ ਜੇਲ੍ਹ,Punjabi,0.15553994
1843,ਕੈਨੇਡਾ ਚ ਵੀਜ਼ਾ ਮਿਆਦ ਤੋਂ ਵੱਧ ਸਮਾਂ ਬਤੀਤ ਕਰਨ ਤੇ ਹੋ ਸਕਦੀ ਹੈ ਅਪਰਾਧਿਕ ਕਾਰਵਾਈ,Punjabi,0.1624336
1844,...અને વિદ્યા બાલને શેર કર્યા રિઅલ લાઇફનાં 'બેડરૂમ સિક્રેટ'!,Gujarati,0.13540563
1845,ਭਾਰਤਪਾਕਿ ਤਣਾਅ ਲਾਹੌਰ ਚ ਮਹਾਰਾਜਾ ਰਣਜੀਤ ਸਿੰਘ ਦੇ ਬੁੱਤ ਨਾਲ ਭੰਨ੍ਹਤੋੜ,Punjabi,-0.059561014
1846,हिम्मत है तो यहां घुसिए: 'डिसेप्शन द्वीप' की सैटेलाइट तस्वीर शेयर कर नासा,Hindi,0.24238004
